gutenberg_id,text,book
1321,  Or in memories draped by the beneficent spider,The Waste Land
1321,  Or under seals broken by the lean solicitor,The Waste Land
1321,  In our empty rooms,The Waste Land
1321,  DA                                                                      410,The Waste Land
1321,  _Dayadhvam:_ I have heard the key,The Waste Land
1321,  Turn in the door once and turn once only,The Waste Land
1321,"  We think of the key, each in his prison",The Waste Land
1321,"  Thinking of the key, each confirms a prison",The Waste Land
1321,"  Only at nightfall, aetherial rumours",The Waste Land
1321,  Revive for a moment a broken Coriolanus,The Waste Land
1321,  DA,The Waste Land
1321,  _Damyata:_ The boat responded,The Waste Land
1321,"  Gaily, to the hand expert with sail and oar",The Waste Land
1321,"  The sea was calm, your heart would have responded                       420",The Waste Land
1321,"  Gaily, when invited, beating obedient",The Waste Land
1321,  To controlling hands,The Waste Land
1321,,The Waste Land
1321,                                       I sat upon the shore,The Waste Land
1321,"  Fishing, with the arid plain behind me",The Waste Land
1321,  Shall I at least set my lands in order?,The Waste Land
1321,  London Bridge is falling down falling down falling down,The Waste Land
1321,  _Poi s’ascose nel foco che gli affina,The Waste Land
1321,  Quando fiam ceu chelidon_ — O swallow swallow,The Waste Land
1321,  _Le Prince d’Aquitaine à la tour abolie_,The Waste Land
1321,  These fragments I have shored against my ruins                          430,The Waste Land
1321,  Why then Ile fit you. Hieronymo’s mad againe.,The Waste Land
1321,  Datta. Dayadhvam. Damyata.,The Waste Land
1321,                             Shantih    shantih    shantih,The Waste Land
1321,,The Waste Land
1321,  Line 415 aetherial] aethereal,The Waste Land
1321,  Line 428 ceu] uti— Editor    ,The Waste Land
1321,,The Waste Land
1321,,The Waste Land
1321,,The Waste Land
1321,,The Waste Land
1321,      NOTES ON “THE WASTE LAND”,The Waste Land
1321,,The Waste Land
1321,,The Waste Land
1321,"      Not only the title, but the plan and a good deal of the",The Waste Land
1321,      incidental symbolism of the poem were suggested by Miss Jessie L.,The Waste Land
1321,      Weston’s book on the Grail legend: _From Ritual to Romance_,The Waste Land
1321,"      (Macmillan, Cambridge) Indeed, so deeply am I indebted, Miss",The Waste Land
1321,      Weston’s book will elucidate the difficulties of the poem much,The Waste Land
1321,      better than my notes can do; and I recommend it (apart from the,The Waste Land
1321,      great interest of the book itself) to any who think such,The Waste Land
1321,      elucidation of the poem worth the trouble. To another work of,The Waste Land
1321,"      anthropology I am indebted in general, one which has influenced",The Waste Land
1321,      our generation profoundly; I mean _The Golden Bough_; I have used,The Waste Land
1321,"      especially the two volumes _Adonis, Attis, Osiris_. Anyone who is",The Waste Land
1321,      acquainted with these works will immediately recognise in the,The Waste Land
1321,      poem certain references to vegetation ceremonies.,The Waste Land
1321,    ,The Waste Land
1321,      I. THE BURIAL OF THE DEAD,The Waste Land
1321,    ,The Waste Land
1321,      Line 20.  Cf.  _Ezekiel_ 2:1.,The Waste Land
1321,    ,The Waste Land
1321,      23.  Cf.  _Ecclesiastes_ 12:5.,The Waste Land
1321,    ,The Waste Land
1321,"      31.  V.  _Tristan und Isolde_, i, verses 5-8.",The Waste Land
1321,    ,The Waste Land
1321,"      42.  Id.  iii, verse 24.",The Waste Land
1321,    ,The Waste Land
1321,      46.  I am not familiar with the exact constitution of the Tarot,The Waste Land
1321,"      pack of cards, from which I have obviously departed to suit my",The Waste Land
1321,"      own convenience. The Hanged Man, a member of the traditional",The Waste Land
1321,"      pack, fits my purpose in two ways:  because he is associated in",The Waste Land
1321,"      my mind with the Hanged God of Frazer, and because I associate",The Waste Land
1321,      him with the hooded figure in the passage of the disciples to,The Waste Land
1321,      Emmaus in Part V. The Phoenician Sailor and the Merchant appear,The Waste Land
1321,"      later; also the “crowds of people,” and Death by Water is",The Waste Land
1321,      executed in Part IV.  The Man with Three Staves (an authentic,The Waste Land
1321,"      member of the Tarot pack) I associate, quite arbitrarily, with",The Waste Land
1321,      the Fisher King himself.,The Waste Land
1321,    ,The Waste Land
1321,      60.  Cf.  Baudelaire:,The Waste Land
1321,    ,The Waste Land
1321,,The Waste Land
1321,"       “Fourmillante cité, cité; pleine de rêves,",The Waste Land
1321,       Où le spectre en plein jour raccroche le passant.”    ,The Waste Land
1321,"      63.  Cf.  _Inferno_, iii.  55-7.",The Waste Land
1321,    ,The Waste Land
1321,,The Waste Land
1321,                                     “si lunga tratta,The Waste Land
1321,"       di gente, ch’io non avrei mai creduto",The Waste Land
1321,       che morte tanta n’avesse disfatta.”    ,The Waste Land
1321,"      64.  Cf.  _Inferno_, iv.  25-7:",The Waste Land
1321,    ,The Waste Land
1321,,The Waste Land
1321,"       “Quivi, secondo che per ascoltare,",The Waste Land
1321,"       “non avea pianto, ma’ che di sospiri,",The Waste Land
1321,       “che l’aura eterna facevan tremare.”    ,The Waste Land
1321,      68.  A phenomenon which I have often noticed.,The Waste Land
1321,    ,The Waste Land
1321,      74.  Cf.  the Dirge in Webster’s _White Devil_.,The Waste Land
1321,    ,The Waste Land
1321,"      76.  V. Baudelaire, Preface to _Fleurs du Mal_.",The Waste Land
1321,    ,The Waste Land
1321,      II.  A GAME OF CHESS,The Waste Land
