gutenberg_id,text,book,author
1429,write a letter to Isabel.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,The post was late as usual. They sat outside the house in long chairs,The Garden Party,Katherine Mansfield
1429,under coloured parasols. Only Bobby Kane lay on the turf at Isabel’s,The Garden Party,Katherine Mansfield
1429,"feet. It was dull, stifling; the day drooped like a flag.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“Do you think there will be Mondays in Heaven?” asked Bobby childishly.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"And Dennis murmured, “Heaven will be one long Monday.”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,But Isabel couldn’t help wondering what had happened to the salmon they,The Garden Party,Katherine Mansfield
1429,had for supper last night. She had meant to have fish mayonnaise for,The Garden Party,Katherine Mansfield
1429,lunch and now....,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,Moira was asleep. Sleeping was her latest discovery. “It’s _so_,The Garden Party,Katherine Mansfield
1429,"wonderful. One simply shuts one’s eyes, that’s all. It’s _so_",The Garden Party,Katherine Mansfield
1429,delicious.”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,When the old ruddy postman came beating along the sandy road on his,The Garden Party,Katherine Mansfield
1429,tricycle one felt the handle-bars ought to have been oars.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"Bill Hunt put down his book. “Letters,” he said complacently, and they",The Garden Party,Katherine Mansfield
1429,"all waited. But, heartless postman—O malignant world! There was only",The Garden Party,Katherine Mansfield
1429,"one, a fat one for Isabel. Not even a paper.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“And mine’s only from William,” said Isabel mournfully.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“From William—already?”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“He’s sending you back your marriage lines as a gentle reminder.”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“Does everybody have marriage lines? I thought they were only for,The Garden Party,Katherine Mansfield
1429,servants.”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Pages and pages! Look at her! A Lady reading a Letter,” said Dennis.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“_My darling, precious Isabel_.” Pages and pages there were. As Isabel",The Garden Party,Katherine Mansfield
1429,read on her feeling of astonishment changed to a stifled feeling. What,The Garden Party,Katherine Mansfield
1429,on earth had induced William...? How extraordinary it was.... What,The Garden Party,Katherine Mansfield
1429,"could have made him...? She felt confused, more and more excited, even",The Garden Party,Katherine Mansfield
1429,"frightened. It was just like William. Was it? It was absurd, of course,",The Garden Party,Katherine Mansfield
1429,"it must be absurd, ridiculous. “Ha, ha, ha! Oh dear!” What was she to",The Garden Party,Katherine Mansfield
1429,do? Isabel flung back in her chair and laughed till she couldn’t stop,The Garden Party,Katherine Mansfield
1429,laughing.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Do, do tell us,” said the others. “You must tell us.”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“I’m longing to,” gurgled Isabel. She sat up, gathered the letter, and",The Garden Party,Katherine Mansfield
1429,"waved it at them. “Gather round,” she said. “Listen, it’s too",The Garden Party,Katherine Mansfield
1429,marvellous. A love-letter!”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“A love-letter! But how divine!” _Darling, precious Isabel._ But she",The Garden Party,Katherine Mansfield
1429,had hardly begun before their laughter interrupted her.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Go on, Isabel, it’s perfect.”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“It’s the most marvellous find.”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Oh, do go on, Isabel!”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"_God forbid, my darling, that I should be a drag on your happiness._",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“Oh! oh! oh!”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“Sh! sh! sh!”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,And Isabel went on. When she reached the end they were hysterical:,The Garden Party,Katherine Mansfield
1429,Bobby rolled on the turf and almost sobbed.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“You must let me have it just as it is, entire, for my new book,” said",The Garden Party,Katherine Mansfield
1429,Dennis firmly. “I shall give it a whole chapter.”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Oh, Isabel,” moaned Moira, “that wonderful bit about holding you in",The Garden Party,Katherine Mansfield
1429,his arms!”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“I always thought those letters in divorce cases were made up. But they,The Garden Party,Katherine Mansfield
1429,pale before this.”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Let me hold it. Let me read it, mine own self,” said Bobby Kane.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"But, to their surprise, Isabel crushed the letter in her hand. She was",The Garden Party,Katherine Mansfield
1429,laughing no longer. She glanced quickly at them all; she looked,The Garden Party,Katherine Mansfield
1429,"exhausted. “No, not just now. Not just now,” she stammered.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"And before they could recover she had run into the house, through the",The Garden Party,Katherine Mansfield
1429,"hall, up the stairs into her bedroom. Down she sat on the side of the",The Garden Party,Katherine Mansfield
1429,"bed. “How vile, odious, abominable, vulgar,” muttered Isabel. She",The Garden Party,Katherine Mansfield
1429,pressed her eyes with her knuckles and rocked to and fro. And again she,The Garden Party,Katherine Mansfield
1429,"saw them, but not four, more like forty, laughing, sneering, jeering,",The Garden Party,Katherine Mansfield
1429,"stretching out their hands while she read them William’s letter. Oh,",The Garden Party,Katherine Mansfield
1429,what a loathsome thing to have done. How could she have done it! _God,The Garden Party,Katherine Mansfield
1429,"forbid, my darling, that I should be a drag on your happiness._",The Garden Party,Katherine Mansfield
1429,William! Isabel pressed her face into the pillow. But she felt that,The Garden Party,Katherine Mansfield
1429,"even the grave bedroom knew her for what she was, shallow, tinkling,",The Garden Party,Katherine Mansfield
1429,vain....,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,Presently from the garden below there came voices.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Isabel, we’re all going for a bathe. Do come!”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Come, thou wife of William!”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Call her once before you go, call once yet!”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"Isabel sat up. Now was the moment, now she must decide. Would she go",The Garden Party,Katherine Mansfield
1429,"with them, or stay here and write to William. Which, which should it",The Garden Party,Katherine Mansfield
1429,"be? “I must make up my mind.” Oh, but how could there be any question?",The Garden Party,Katherine Mansfield
1429,Of course she would stay here and write.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“Titania!” piped Moira.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“Isa-bel?”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"No, it was too difficult. “I’ll—I’ll go with them, and write to William",The Garden Party,Katherine Mansfield
1429,"later. Some other time. Later. Not now. But I shall _certainly_ write,”",The Garden Party,Katherine Mansfield
1429,thought Isabel hurriedly.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"And, laughing, in the new way, she ran down the stairs.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,The Voyage,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,The Picton boat was due to leave at half-past eleven. It was a,The Garden Party,Katherine Mansfield
1429,"beautiful night, mild, starry, only when they got out of the cab and",The Garden Party,Katherine Mansfield
1429,"started to walk down the Old Wharf that jutted out into the harbour, a",The Garden Party,Katherine Mansfield
1429,"faint wind blowing off the water ruffled under Fenella’s hat, and she",The Garden Party,Katherine Mansfield
1429,"put up her hand to keep it on. It was dark on the Old Wharf, very dark;",The Garden Party,Katherine Mansfield
1429,"the wool sheds, the cattle trucks, the cranes standing up so high, the",The Garden Party,Katherine Mansfield
1429,"little squat railway engine, all seemed carved out of solid darkness.",The Garden Party,Katherine Mansfield
1429,"Here and there on a rounded wood-pile, that was like the stalk of a",The Garden Party,Katherine Mansfield
1429,"huge black mushroom, there hung a lantern, but it seemed afraid to",The Garden Party,Katherine Mansfield
1429,"unfurl its timid, quivering light in all that blackness; it burned",The Garden Party,Katherine Mansfield
1429,"softly, as if for itself.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"Fenella’s father pushed on with quick, nervous strides. Beside him her",The Garden Party,Katherine Mansfield
1429,grandma bustled along in her crackling black ulster; they went so fast,The Garden Party,Katherine Mansfield
1429,that she had now and again to give an undignified little skip to keep,The Garden Party,Katherine Mansfield
1429,"up with them. As well as her luggage strapped into a neat sausage,",The Garden Party,Katherine Mansfield
1429,"Fenella carried clasped to her her grandma’s umbrella, and the handle,",The Garden Party,Katherine Mansfield
1429,"which was a swan’s head, kept giving her shoulder a sharp little peck",The Garden Party,Katherine Mansfield
1429,"as if it too wanted her to hurry.... Men, their caps pulled down, their",The Garden Party,Katherine Mansfield
1429,"collars turned up, swung by; a few women all muffled scurried along;",The Garden Party,Katherine Mansfield
1429,"and one tiny boy, only his little black arms and legs showing out of a",The Garden Party,Katherine Mansfield
1429,"white woolly shawl, was jerked along angrily between his father and",The Garden Party,Katherine Mansfield
1429,mother; he looked like a baby fly that had fallen into the cream.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"Then suddenly, so suddenly that Fenella and her grandma both leapt,",The Garden Party,Katherine Mansfield
1429,"there sounded from behind the largest wool shed, that had a trail of",The Garden Party,Katherine Mansfield
1429,"smoke hanging over it, “_Mia-oo-oo-O-O!_”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“First whistle,” said her father briefly, and at that moment they came",The Garden Party,Katherine Mansfield
1429,"in sight of the Picton boat. Lying beside the dark wharf, all strung,",The Garden Party,Katherine Mansfield
1429,"all beaded with round golden lights, the Picton boat looked as if she",The Garden Party,Katherine Mansfield
1429,was more ready to sail among stars than out into the cold sea. People,The Garden Party,Katherine Mansfield
1429,"pressed along the gangway. First went her grandma, then her father,",The Garden Party,Katherine Mansfield
1429,"then Fenella. There was a high step down on to the deck, and an old",The Garden Party,Katherine Mansfield
1429,"sailor in a jersey standing by gave her his dry, hard hand. They were",The Garden Party,Katherine Mansfield
1429,"there; they stepped out of the way of the hurrying people, and standing",The Garden Party,Katherine Mansfield
1429,under a little iron stairway that led to the upper deck they began to,The Garden Party,Katherine Mansfield
1429,say good-bye.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“There, mother, there’s your luggage!” said Fenella’s father, giving",The Garden Party,Katherine Mansfield
1429,grandma another strapped-up sausage.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Thank you, Frank.”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“And you’ve got your cabin tickets safe?”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Yes, dear.”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“And your other tickets?”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,Grandma felt for them inside her glove and showed him the tips.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“That’s right.”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"He sounded stern, but Fenella, eagerly watching him, saw that he looked",The Garden Party,Katherine Mansfield
1429,tired and sad. “_Mia-oo-oo-O-O!_” The second whistle blared just above,The Garden Party,Katherine Mansfield
1429,"their heads, and a voice like a cry shouted, “Any more for the",The Garden Party,Katherine Mansfield
1429,gangway?”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“You’ll give my love to father,” Fenella saw her father’s lips say. And",The Garden Party,Katherine Mansfield
1429,"her grandma, very agitated, answered, “Of course I will, dear. Go now.",The Garden Party,Katherine Mansfield
1429,"You’ll be left. Go now, Frank. Go now.”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“It’s all right, mother. I’ve got another three minutes.” To her",The Garden Party,Katherine Mansfield
1429,surprise Fenella saw her father take off his hat. He clasped grandma in,The Garden Party,Katherine Mansfield
1429,"his arms and pressed her to him. “God bless you, mother!” she heard him",The Garden Party,Katherine Mansfield
1429,say.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"And grandma put her hand, with the black thread glove that was worn",The Garden Party,Katherine Mansfield
1429,"through on her ring finger, against his cheek, and she sobbed, “God",The Garden Party,Katherine Mansfield
1429,"bless you, my own brave son!”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"This was so awful that Fenella quickly turned her back on them,",The Garden Party,Katherine Mansfield
1429,"swallowed once, twice, and frowned terribly at a little green star on a",The Garden Party,Katherine Mansfield
1429,mast head. But she had to turn round again; her father was going.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Good-bye, Fenella. Be a good girl.” His cold, wet moustache brushed",The Garden Party,Katherine Mansfield
1429,her cheek. But Fenella caught hold of the lapels of his coat.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“How long am I going to stay?” she whispered anxiously. He wouldn’t,The Garden Party,Katherine Mansfield
1429,"look at her. He shook her off gently, and gently said, “We’ll see about",The Garden Party,Katherine Mansfield
1429,that. Here! Where’s your hand?” He pressed something into her palm.,The Garden Party,Katherine Mansfield
1429,“Here’s a shilling in case you should need it.”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,A shilling! She must be going away for ever! “Father!” cried Fenella.,The Garden Party,Katherine Mansfield
1429,But he was gone. He was the last off the ship. The sailors put their,The Garden Party,Katherine Mansfield
1429,shoulders to the gangway. A huge coil of dark rope went flying through,The Garden Party,Katherine Mansfield
1429,the air and fell “thump” on the wharf. A bell rang; a whistle shrilled.,The Garden Party,Katherine Mansfield
1429,"Silently the dark wharf began to slip, to slide, to edge away from",The Garden Party,Katherine Mansfield
1429,them. Now there was a rush of water between. Fenella strained to see,The Garden Party,Katherine Mansfield
1429,with all her might. “Was that father turning round?”—or waving?—or,The Garden Party,Katherine Mansfield
1429,standing alone?—or walking off by himself? The strip of water grew,The Garden Party,Katherine Mansfield
1429,"broader, darker. Now the Picton boat began to swing round steady,",The Garden Party,Katherine Mansfield
1429,pointing out to sea. It was no good looking any longer. There was,The Garden Party,Katherine Mansfield
1429,"nothing to be seen but a few lights, the face of the town clock hanging",The Garden Party,Katherine Mansfield
1429,"in the air, and more lights, little patches of them, on the dark hills.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,The freshening wind tugged at Fenella’s skirts; she went back to her,The Garden Party,Katherine Mansfield
1429,grandma. To her relief grandma seemed no longer sad. She had put the,The Garden Party,Katherine Mansfield
1429,"two sausages of luggage one on top of the other, and she was sitting on",The Garden Party,Katherine Mansfield
1429,"them, her hands folded, her head a little on one side. There was an",The Garden Party,Katherine Mansfield
1429,"intent, bright look on her face. Then Fenella saw that her lips were",The Garden Party,Katherine Mansfield
1429,moving and guessed that she was praying. But the old woman gave her a,The Garden Party,Katherine Mansfield
1429,bright nod as if to say the prayer was nearly over. She unclasped her,The Garden Party,Katherine Mansfield
1429,"hands, sighed, clasped them again, bent forward, and at last gave",The Garden Party,Katherine Mansfield
1429,herself a soft shake.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“And now, child,” she said, fingering the bow of her bonnet-strings, “I",The Garden Party,Katherine Mansfield
1429,"think we ought to see about our cabins. Keep close to me, and mind you",The Garden Party,Katherine Mansfield
1429,don’t slip.”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Yes, grandma!”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“And be careful the umbrellas aren’t caught in the stair rail. I saw a,The Garden Party,Katherine Mansfield
1429,beautiful umbrella broken in half like that on my way over.”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Yes, grandma.”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,Dark figures of men lounged against the rails. In the glow of their,The Garden Party,Katherine Mansfield
1429,"pipes a nose shone out, or the peak of a cap, or a pair of",The Garden Party,Katherine Mansfield
1429,"surprised-looking eyebrows. Fenella glanced up. High in the air, a",The Garden Party,Katherine Mansfield
1429,"little figure, his hands thrust in his short jacket pockets, stood",The Garden Party,Katherine Mansfield
1429,"staring out to sea. The ship rocked ever so little, and she thought the",The Garden Party,Katherine Mansfield
1429,"stars rocked too. And now a pale steward in a linen coat, holding a",The Garden Party,Katherine Mansfield
1429,"tray high in the palm of his hand, stepped out of a lighted doorway and",The Garden Party,Katherine Mansfield
1429,skimmed past them. They went through that doorway. Carefully over the,The Garden Party,Katherine Mansfield
1429,high brass-bound step on to the rubber mat and then down such a,The Garden Party,Katherine Mansfield
1429,terribly steep flight of stairs that grandma had to put both feet on,The Garden Party,Katherine Mansfield
1429,"each step, and Fenella clutched the clammy brass rail and forgot all",The Garden Party,Katherine Mansfield
1429,about the swan-necked umbrella.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,At the bottom grandma stopped; Fenella was rather afraid she was going,The Garden Party,Katherine Mansfield
1429,"to pray again. But no, it was only to get out the cabin tickets. They",The Garden Party,Katherine Mansfield
1429,were in the saloon. It was glaring bright and stifling; the air smelled,The Garden Party,Katherine Mansfield
1429,of paint and burnt chop-bones and indiarubber. Fenella wished her,The Garden Party,Katherine Mansfield
1429,"grandma would go on, but the old woman was not to be hurried. An",The Garden Party,Katherine Mansfield
1429,immense basket of ham sandwiches caught her eye. She went up to them,The Garden Party,Katherine Mansfield
1429,and touched the top one delicately with her finger.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“How much are the sandwiches?” she asked.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Tuppence!” bawled a rude steward, slamming down a knife and fork.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,Grandma could hardly believe it.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“Twopence _each_?” she asked.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“That’s right,” said the steward, and he winked at his companion.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"Grandma made a small, astonished face. Then she whispered primly to",The Garden Party,Katherine Mansfield
1429,Fenella. “What wickedness!” And they sailed out at the further door and,The Garden Party,Katherine Mansfield
1429,along a passage that had cabins on either side. Such a very nice,The Garden Party,Katherine Mansfield
1429,"stewardess came to meet them. She was dressed all in blue, and her",The Garden Party,Katherine Mansfield
1429,collar and cuffs were fastened with large brass buttons. She seemed to,The Garden Party,Katherine Mansfield
1429,know grandma well.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Well, Mrs. Crane,” said she, unlocking their washstand. “We’ve got you",The Garden Party,Katherine Mansfield
1429,back again. It’s not often you give yourself a cabin.”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“No,” said grandma. “But this time my dear son’s thoughtfulness—”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“I hope—” began the stewardess. Then she turned round and took a long,",The Garden Party,Katherine Mansfield
1429,mournful look at grandma’s blackness and at Fenella’s black coat and,The Garden Party,Katherine Mansfield
1429,"skirt, black blouse, and hat with a crape rose.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"Grandma nodded. “It was God’s will,” said she.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"The stewardess shut her lips and, taking a deep breath, she seemed to",The Garden Party,Katherine Mansfield
1429,expand.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“What I always say is,” she said, as though it was her own discovery,",The Garden Party,Katherine Mansfield
1429,"“sooner or later each of us has to go, and that’s a certingty.” She",The Garden Party,Katherine Mansfield
1429,"paused. “Now, can I bring you anything, Mrs Crane? A cup of tea? I know",The Garden Party,Katherine Mansfield
1429,it’s no good offering you a little something to keep the cold out.”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"Grandma shook her head. “Nothing, thank you. We’ve got a few wine",The Garden Party,Katherine Mansfield
1429,"biscuits, and Fenella has a very nice banana.”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Then I’ll give you a look later on,” said the stewardess, and she went",The Garden Party,Katherine Mansfield
1429,"out, shutting the door.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,What a very small cabin it was! It was like being shut up in a box with,The Garden Party,Katherine Mansfield
1429,grandma. The dark round eye above the washstand gleamed at them dully.,The Garden Party,Katherine Mansfield
1429,"Fenella felt shy. She stood against the door, still clasping her",The Garden Party,Katherine Mansfield
1429,luggage and the umbrella. Were they going to get undressed in here?,The Garden Party,Katherine Mansfield
1429,"Already her grandma had taken off her bonnet, and, rolling up the",The Garden Party,Katherine Mansfield
1429,"strings, she fixed each with a pin to the lining before she hung the",The Garden Party,Katherine Mansfield
1429,bonnet up. Her white hair shone like silk; the little bun at the back,The Garden Party,Katherine Mansfield
1429,was covered with a black net. Fenella hardly ever saw her grandma with,The Garden Party,Katherine Mansfield
1429,her head uncovered; she looked strange.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“I shall put on the woollen fascinator your dear mother crocheted for,The Garden Party,Katherine Mansfield
1429,"me,” said grandma, and, unstrapping the sausage, she took it out and",The Garden Party,Katherine Mansfield
1429,wound it round her head; the fringe of grey bobbles danced at her,The Garden Party,Katherine Mansfield
1429,eyebrows as she smiled tenderly and mournfully at Fenella. Then she,The Garden Party,Katherine Mansfield
1429,"undid her bodice, and something under that, and something else",The Garden Party,Katherine Mansfield
1429,"underneath that. Then there seemed a short, sharp tussle, and grandma",The Garden Party,Katherine Mansfield
1429,flushed faintly. Snip! Snap! She had undone her stays. She breathed a,The Garden Party,Katherine Mansfield
1429,"sigh of relief, and sitting on the plush couch, she slowly and",The Garden Party,Katherine Mansfield
1429,carefully pulled off her elastic-sided boots and stood them side by,The Garden Party,Katherine Mansfield
1429,side.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,By the time Fenella had taken off her coat and skirt and put on her,The Garden Party,Katherine Mansfield
1429,flannel dressing-gown grandma was quite ready.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Must I take off my boots, grandma? They’re lace.”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,Grandma gave them a moment’s deep consideration. “You’d feel a great,The Garden Party,Katherine Mansfield
1429,"deal more comfortable if you did, child,” said she. She kissed Fenella.",The Garden Party,Katherine Mansfield
1429,“Don’t forget to say your prayers. Our dear Lord is with us when we are,The Garden Party,Katherine Mansfield
1429,at sea even more than when we are on dry land. And because I am an,The Garden Party,Katherine Mansfield
1429,"experienced traveller,” said grandma briskly, “I shall take the upper",The Garden Party,Katherine Mansfield
1429,berth.”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“But, grandma, however will you get up there?”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,Three little spider-like steps were all Fenella saw. The old woman gave,The Garden Party,Katherine Mansfield
1429,"a small silent laugh before she mounted them nimbly, and she peered",The Garden Party,Katherine Mansfield
1429,over the high bunk at the astonished Fenella.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“You didn’t think your grandma could do that, did you?” said she. And",The Garden Party,Katherine Mansfield
1429,as she sank back Fenella heard her light laugh again.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"The hard square of brown soap would not lather, and the water in the",The Garden Party,Katherine Mansfield
1429,"bottle was like a kind of blue jelly. How hard it was, too, to turn",The Garden Party,Katherine Mansfield
1429,down those stiff sheets; you simply had to tear your way in. If,The Garden Party,Katherine Mansfield
1429,"everything had been different, Fenella might have got the giggles....",The Garden Party,Katherine Mansfield
1429,"At last she was inside, and while she lay there panting, there sounded",The Garden Party,Katherine Mansfield
1429,"from above a long, soft whispering, as though some one was gently,",The Garden Party,Katherine Mansfield
1429,gently rustling among tissue paper to find something. It was grandma,The Garden Party,Katherine Mansfield
1429,saying her prayers....,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,A long time passed. Then the stewardess came in; she trod softly and,The Garden Party,Katherine Mansfield
1429,leaned her hand on grandma’s bunk.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“We’re just entering the Straits,” she said.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“Oh!”,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“It’s a fine night, but we’re rather empty. We may pitch a little.”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,And indeed at that moment the Picton Boat rose and rose and hung in the,The Garden Party,Katherine Mansfield
1429,"air just long enough to give a shiver before she swung down again, and",The Garden Party,Katherine Mansfield
1429,there was the sound of heavy water slapping against her sides. Fenella,The Garden Party,Katherine Mansfield
1429,remembered she had left the swan-necked umbrella standing up on the,The Garden Party,Katherine Mansfield
1429,"little couch. If it fell over, would it break? But grandma remembered",The Garden Party,Katherine Mansfield
1429,"too, at the same time.",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“I wonder if you’d mind, stewardess, laying down my umbrella,” she",The Garden Party,Katherine Mansfield
1429,whispered.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,"“Not at all, Mrs. Crane.” And the stewardess, coming back to grandma,",The Garden Party,Katherine Mansfield
1429,"breathed, “Your little granddaughter’s in such a beautiful sleep.”",The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“God be praised for that!” said grandma.,The Garden Party,Katherine Mansfield
1429,,The Garden Party,Katherine Mansfield
1429,“Poor little motherless mite!” said the stewardess. And grandma was,The Garden Party,Katherine Mansfield
